x,y,u,v,p,T
0.0673315,-0.667558,0.231449,-0.0545896,-0.373987,0.890954
0.0961932,-0.677606,0.213859,-0.042899,-0.34823,0.884671
-0.461271,0.162391,-0.115605,-0.410772,-1.03898,0.725279
-0.173096,0.551111,-0.369768,-0.260008,-0.548774,0.652619
0.492205,-0.588128,0.183706,0.0794774,-0.000966858,0.879688
-0.842263,-0.362155,-0.274524,0.63411,-0.308625,0.24812
-0.847877,-0.331459,-0.24524,0.621707,-0.347393,0.264358
0.0944189,0.915969,0.642177,-0.0728567,0.598845,0.129864
0.124105,0.90568,0.609414,-0.0912359,0.620026,0.137012
0.129525,0.874818,0.496813,-0.0870697,0.533532,0.173822
0.153632,0.894956,0.578107,-0.107982,0.64799,0.142719
-0.92186,0.101876,0.0810249,0.744323,-0.344023,0.196549
-0.310202,0.861709,0.646328,0.226366,-0.0274032,0.167772
-0.280595,0.851205,0.58798,0.184665,-0.0888928,0.199508
-0.275187,0.820307,0.492476,0.151148,-0.211318,0.246703
-0.25108,0.840446,0.53003,0.145916,-0.12961,0.22644
-0.256469,0.871394,0.62852,0.177355,0.0037425,0.176822
-0.226968,0.860599,0.571176,0.140076,-0.0405057,0.204185
-0.22158,0.829648,0.472828,0.110161,-0.15154,0.248195
-0.197472,0.849791,0.515008,0.105766,-0.0653267,0.226695
-0.20286,0.880739,0.616111,0.133296,0.057014,0.179857
-0.174056,0.870338,0.562733,0.101081,0.0286481,0.202337
-0.16809,0.839051,0.460056,0.0745982,-0.0730532,0.244371
-0.143963,0.85918,0.507375,0.0702466,0.0164815,0.22174
-0.151021,0.890888,0.614744,0.0952417,0.133019,0.175578
-0.120449,0.879864,0.560802,0.0649643,0.115314,0.195901
-0.114502,0.848425,0.454911,0.0431216,0.0196115,0.236286
-0.0903995,0.868575,0.507922,0.0379654,0.112917,0.212353
-0.0961681,0.899979,0.616241,0.0568788,0.224347,0.168389
-0.0668159,0.888617,0.564856,0.0309186,0.213828,0.185965
-0.0608993,0.857672,0.458127,0.0144023,0.124933,0.224544
0.216864,-0.895526,-0.64145,-0.156346,-0.0231318,0.31264
0.0118909,0.916066,0.641184,-0.0157371,0.444882,0.142839
0.699007,0.607433,0.391417,-0.449924,1.51816,0.106284
0.0843781,0.661749,-0.309872,-0.0767174,0.268373,0.570037
0.0547115,0.670911,-0.264398,-0.086475,0.208486,0.510332
0.0492678,0.701511,-0.14255,-0.0758431,0.220074,0.404841
0.0251652,0.681373,-0.209604,-0.0906859,0.142269,0.453646
-0.682167,0.621499,0.498994,0.545087,-0.346495,0.181276
0.881238,-0.269869,-0.17838,-0.589158,0.727763,0.323605
0.875871,-0.23895,-0.135046,-0.505886,0.71159,0.388869
0.844754,-0.22754,-0.0670463,-0.270449,0.650763,0.56281
0.871645,-0.207501,-0.0976159,-0.427073,0.725093,0.447424
0.898816,-0.21881,-0.147833,-0.617297,0.810887,0.300827
0.894422,-0.187663,-0.112263,-0.550091,0.808671,0.35167
0.866198,-0.177114,-0.0646565,-0.340692,0.740484,0.508464
0.88924,-0.156769,-0.0803932,-0.478545,0.816236,0.403729
0.401131,-0.847532,-0.661074,-0.313308,0.149376,0.256168
-0.0722916,0.919549,0.674783,0.0466941,0.343127,0.139257
0.370889,-0.663423,0.132882,0.0162555,-0.12572,0.851717
0.390783,-0.640533,0.185376,0.0427041,-0.111742,0.880123
-0.387781,0.832599,0.638772,0.291967,-0.107354,0.1686
-0.853371,0.337007,0.264496,0.671369,-0.433188,0.210532
-0.858612,0.367901,0.306436,0.715609,-0.331726,0.16865
-0.834901,0.387958,0.308768,0.664971,-0.41508,0.200366
-0.796196,-0.465897,-0.358725,0.610332,-0.259572,0.238046
-0.767168,-0.476991,-0.336915,0.537799,-0.350275,0.294322
0.690957,-0.605556,-0.405408,-0.464053,0.307741,0.348218
0.715174,-0.585546,-0.40914,-0.500753,0.358177,0.323869
-0.139322,-0.909042,-0.660354,0.100097,-0.14489,0.297121
-0.115452,-0.889547,-0.56367,0.0707823,-0.235867,0.377293
-0.120881,-0.858706,-0.438033,0.0566068,-0.327202,0.472296
-0.0913837,-0.869508,-0.46638,0.044636,-0.299533,0.453771
-0.0859943,-0.900455,-0.596615,0.0551121,-0.199124,0.353962
0.570243,0.56893,-0.00495825,-0.0344447,1.32458,0.465859
0.861235,0.316671,0.198038,-0.523158,1.47721,0.196674
0.867102,0.285807,0.173021,-0.5066,1.44389,0.224109
0.843073,0.265681,0.114163,-0.343741,1.36651,0.360798
0.872566,0.254872,0.149739,-0.491462,1.40227,0.251294
0.84847,0.234735,0.0944085,-0.321747,1.33829,0.396101
0.877968,0.223926,0.128952,-0.480239,1.36415,0.275986
0.854143,0.203836,0.0783531,-0.306458,1.30195,0.424442
0.883405,0.192987,0.109888,-0.47393,1.32459,0.296381
0.859656,0.17291,0.0646239,-0.296425,1.26276,0.447147
0.888821,0.162044,0.0927604,-0.472942,1.2868,0.311933
0.865176,0.141985,0.0534184,-0.293748,1.22758,0.462654
0.894236,0.131101,0.0766539,-0.478193,1.24393,0.321915
0.870626,0.111048,0.0435988,-0.298932,1.18184,0.470929
0.899638,0.100155,0.0610629,-0.489934,1.20941,0.325868
0.876302,0.0801502,0.0347145,-0.314495,1.13912,0.47011
0.906332,0.0694347,0.0458851,-0.516713,1.17108,0.317187
0.881461,0.0491625,0.0245768,-0.335211,1.09536,0.464978
0.911899,0.038518,0.0287295,-0.5431,1.14147,0.308485
0.885416,0.0180393,0.0129992,-0.355471,1.05123,0.459431
0.9223,0.120043,0.0880985,-0.637869,1.3195,0.208878
0.915697,0.00734694,0.00977517,-0.564273,1.10403,0.302559
0.891838,-0.0127075,5.35409e-05,-0.402264,1.01154,0.432768
0.921069,-0.0236575,-0.0109773,-0.601452,1.08344,0.283213
0.898543,-0.0435059,-0.0167649,-0.457402,0.981876,0.39877
0.926593,-0.0547143,-0.0341321,-0.644551,1.06384,0.2582
0.902635,-0.0747149,-0.0364445,-0.500098,0.948686,0.373481
0.942768,0.0263442,0.0235533,-0.725326,1.25512,0.178764
0.906055,0.212873,0.151063,-0.6219,1.43155,0.182127
0.855563,0.0303289,0.00748086,-0.111541,1.04775,0.634289
0.0911458,-0.647068,0.298274,-0.0548639,-0.387385,0.922489
-0.436281,0.186711,-0.139111,-0.437071,-1.09824,0.768317
0.860991,-0.147655,-0.0385564,-0.257791,0.774368,0.56447
-0.622153,-0.67452,-0.500359,0.459794,-0.246627,0.268549
-0.65162,-0.663632,-0.521109,0.510431,-0.183795,0.22815
0.822668,0.213338,0.0247439,-0.101148,1.30608,0.588081
-0.081852,-0.61278,0.251986,-0.122031,-0.487699,0.891435
-0.110561,-0.601837,0.244115,-0.132313,-0.502694,0.885692
0.87578,-0.0577597,-0.0137724,-0.29151,0.926427,0.525951
-0.0874414,0.693573,-0.0741717,-0.0860936,-0.114845,0.372179
-0.0579471,0.682764,-0.140839,-0.0997392,-0.0556384,0.402759
-0.0525592,0.651817,-0.255236,-0.130082,-0.0834155,0.487723
-0.0284532,0.671954,-0.206459,-0.108143,0.00384627,0.44704
-0.0230652,0.641006,-0.320484,-0.13414,-0.0402822,0.559069
-0.0338414,0.7029,-0.0888125,-0.0829865,0.0146015,0.373177
-0.558808,0.228865,-0.0647192,-0.155422,-0.9174,0.545379
-0.432317,-0.339,0.110931,-0.231245,-0.674548,0.781151
-0.408211,-0.31886,0.137619,-0.278105,-0.714614,0.822351
-0.416621,-0.28699,0.131679,-0.299102,-0.744351,0.827695
-0.451035,-0.390098,0.077946,-0.162237,-0.629883,0.744986
-0.475139,-0.410235,0.0467118,-0.116287,-0.61816,0.720804
-0.607023,0.188579,-0.034703,-0.0696523,-0.903143,0.544802
-0.432912,0.298617,-0.185079,-0.365572,-0.996976,0.636873
0.20811,-0.690423,0.173666,-0.0117562,-0.261471,0.87119
0.130952,-0.719208,0.100512,-0.030763,-0.305907,0.830455
0.0197695,0.712264,-0.0880336,-0.0753324,0.153881,0.370314
-0.497264,0.351183,-0.0868554,-0.164424,-0.911547,0.509552
-0.0647556,-0.70546,0.0731033,-0.0511588,-0.416097,0.801292
-0.588304,0.239672,-0.0365883,-0.0750273,-0.916399,0.530593
-0.244268,-0.78455,-0.274078,0.0746094,-0.440583,0.574348
-0.15323,-0.673038,0.0772378,-0.0634729,-0.462028,0.792924
-0.459826,0.453359,-0.0469361,-0.0936605,-0.855796,0.464943
-0.406231,0.462702,-0.121048,-0.176358,-0.824917,0.479604
-0.555688,-0.26483,0.0178086,-0.127583,-0.683047,0.681754
-0.0967813,-0.838581,-0.344248,0.0315914,-0.362961,0.541993
-0.462659,0.628242,0.238483,0.155594,-0.707702,0.379925
-0.539521,-0.357669,0.0105767,-0.0796579,-0.642956,0.685779
-0.697778,-0.24174,-0.0650042,0.127267,-0.701347,0.582803
-0.703167,-0.210792,-0.0583116,0.123362,-0.715049,0.581749
-0.88043,0.172863,0.122468,0.63541,-0.520426,0.268121
-0.601917,0.476448,0.167562,0.204787,-0.861081,0.429769
-0.686999,-0.303638,-0.0828234,0.143359,-0.674117,0.579651
0.182006,-0.853805,-0.420717,-0.0951018,-0.198897,0.489346
0.159025,0.864021,0.466129,-0.100593,0.572613,0.177145
0.183134,0.884164,0.549715,-0.123485,0.680602,0.146631
-0.625741,0.137491,-0.0308847,-0.055094,-0.883211,0.557353
-0.620353,0.106544,-0.0352583,-0.0821225,-0.870538,0.569361
-0.714513,0.488731,0.31408,0.457617,-0.659398,0.30836
-0.778611,0.222479,0.0965737,0.363819,-0.808209,0.431027
-0.749114,0.211672,0.0694606,0.280897,-0.853959,0.47115
-0.584897,-0.572832,-0.231535,0.223979,-0.543133,0.518511
-0.560789,-0.552691,-0.168111,0.152534,-0.573215,0.575036
-0.842707,-0.0437751,-0.03054,0.45622,-0.656832,0.401282
-0.8186,-0.0236341,-0.0202274,0.382088,-0.71699,0.445094
-0.638499,-0.582167,-0.326525,0.351655,-0.461483,0.412812
-0.842993,0.275042,0.189343,0.586781,-0.583772,0.285311
-0.872333,0.285877,0.223973,0.686237,-0.426944,0.212027
-0.657184,-0.633161,-0.460179,0.475482,-0.278919,0.280497
-0.0366584,0.87779,0.516999,0.00735211,0.222296,0.199216
-0.0312954,0.846842,0.410056,-0.00631361,0.149154,0.233424
0.876857,-0.0944576,-0.0295354,-0.324751,0.864779,0.508928
0.907736,-0.105694,-0.0604552,-0.554266,0.9316,0.338057
-0.773117,0.509881,0.414709,0.627566,-0.368408,0.180901
-0.748944,0.529943,0.418547,0.589852,-0.413699,0.199331
-0.0276634,-0.922176,-0.675994,0.0192996,-0.101188,0.293576
0.450338,-0.806269,-0.574424,-0.321885,0.108367,0.31714
-0.492439,-0.78011,-0.586921,0.369314,-0.198615,0.263419
-0.486454,-0.810983,-0.674957,0.404422,-0.0603667,0.187396
-0.705839,0.600838,0.48943,0.572766,-0.333032,0.173623
-0.386238,0.338568,-0.236572,-0.395042,-1.0246,0.684376
0.479543,-0.816858,-0.669078,-0.392938,0.250794,0.218873
-0.475934,0.0514096,-0.0446452,-0.402514,-0.989473,0.761536
0.703817,0.433416,0.0113459,-0.0462566,1.43876,0.535607
0.0302143,0.651478,-0.324261,-0.10633,0.112003,0.572823
0.469224,-0.615118,0.137676,0.0431974,-0.0248577,0.852998
0.646423,-0.504114,0.0299189,-0.00432132,0.197739,0.769666
0.759546,-0.370979,-0.0243247,-0.0807943,0.410431,0.700184
0.000538864,-0.930763,-0.711674,-0.00109388,-0.05012,0.264863
0.623654,-0.523572,0.0430306,0.00606096,0.167063,0.781922
0.73442,0.5656,0.36716,-0.474781,1.54858,0.110199
0.885941,-0.299994,-0.223448,-0.663523,0.756046,0.261487
-0.0893719,-0.581473,0.30817,-0.156265,-0.538034,0.92311
-0.281701,-0.886732,-0.685289,0.216963,-0.118685,0.250647
0.322812,-0.874316,-0.662807,-0.24527,0.0774391,0.275995
0.924463,-0.200533,-0.158752,-0.73892,0.953139,0.202693
-0.79779,0.490993,0.413453,0.670893,-0.304871,0.156805
-0.711741,0.628382,0.548731,0.620127,-0.175937,0.120858
0.56535,0.742186,0.506694,-0.388124,1.38595,0.0889606
0.53676,0.753903,0.491687,-0.35329,1.3218,0.0989726
-0.720114,-0.580437,-0.448072,0.554064,-0.226586,0.238301
-0.726742,-0.549704,-0.399986,0.526006,-0.300918,0.277396
0.895642,0.276246,0.201526,-0.639332,1.52065,0.144919
0.482055,0.59723,-0.13761,0.0417608,1.21398,0.579623
0.1362,0.670465,-0.280237,-0.0512747,0.422929,0.553181
0.1616,0.68939,-0.197257,-0.0452082,0.502626,0.473056
-0.222393,-0.907487,-0.712782,0.174078,-0.0843271,0.240066
0.119712,-0.658961,0.272704,-0.039383,-0.353166,0.912738
0.779629,0.318691,0.0285781,-0.0847662,1.40728,0.557334
0.784501,0.288805,0.0008167,-0.0259115,1.38515,0.622087
-0.908248,0.183963,0.14761,0.734024,-0.362549,0.195071
-0.913677,0.215271,0.180841,0.770292,-0.290087,0.162972
0.779529,-0.318721,-0.00108731,-0.0405815,0.481356,0.724136
0.676018,0.444748,-0.05518,0.036616,1.43544,0.621203
0.560823,0.769009,0.589904,-0.431261,1.4564,0.0644238
-0.751443,-0.574462,-0.48297,0.630831,-0.102379,0.172445
-0.756486,-0.538939,-0.4241,0.593469,-0.21216,0.223529
0.599981,-0.717813,-0.547713,-0.458322,0.27817,0.27193
0.57504,-0.738442,-0.565534,-0.440924,0.259137,0.269566
0.576835,-0.770789,-0.678847,-0.508092,0.421286,0.155037
0.551149,-0.759202,-0.58998,-0.428759,0.250708,0.259282
-0.716211,-0.611644,-0.505528,0.590974,-0.12225,0.18716
0.773892,-0.288372,0.058634,0.0953152,0.516085,0.807361
-0.0471725,0.620865,-0.360905,-0.160527,-0.13966,0.611224
-0.0144692,0.610597,-0.417704,-0.156291,-0.107415,0.712918
-0.217348,0.509278,-0.370185,-0.30796,-0.716709,0.696523
0.873384,-0.351491,-0.274427,-0.683445,0.725629,0.238016
0.871602,-0.380088,-0.314581,-0.722242,0.752671,0.19802
-0.789121,-0.495857,-0.396256,0.628714,-0.201245,0.211379
0.0352053,0.941723,0.737309,-0.0312707,0.613365,0.100212
0.180578,0.920431,0.688838,-0.139208,0.81631,0.0993792
0.207244,0.904309,0.639426,-0.151954,0.811816,0.112369
0.212632,0.873359,0.524605,-0.138036,0.721039,0.148953
0.237049,0.892265,0.61176,-0.168517,0.842992,0.116539
0.24218,0.862346,0.502222,-0.151868,0.763405,0.150065
0.266042,0.881755,0.593039,-0.185127,0.882206,0.117436
0.2716,0.851553,0.484133,-0.16546,0.812038,0.149727
0.295611,0.87149,0.579366,-0.202678,0.928551,0.116391
-0.403388,0.287815,-0.21037,-0.420447,-1.07662,0.725489
0.740174,0.392832,0.0379283,-0.0891778,1.43872,0.514398
0.5748,0.537838,-0.100448,0.0475168,1.34972,0.600676
0.605536,0.525797,-0.0446204,0.00527161,1.37784,0.545658
0.613424,0.499941,-0.106371,0.0690821,1.39769,0.642096
-0.338599,0.872429,0.705729,0.269995,0.0590736,0.131612
-0.166314,-0.92884,-0.759849,0.135688,-0.0166043,0.209291
-0.780539,-0.562047,-0.500737,0.694919,0.00867166,0.121208
0.840969,0.12535,0.0119318,-0.0776349,1.19669,0.63466
0.809876,-0.478614,-0.373756,-0.632967,0.571853,0.248392
0.831728,-0.452673,-0.367104,-0.674769,0.643203,0.21948
-0.798949,0.524058,0.466934,0.711122,-0.167198,0.110293
0.733383,-0.391095,0.0231018,-0.000124341,0.369456,0.757654
-0.896745,0.266566,0.222144,0.749226,-0.316929,0.169194
0.164392,0.655035,-0.337141,-0.0349351,0.479245,0.639843
0.18651,0.675788,-0.244972,-0.0319223,0.560636,0.533033
0.720586,-0.61652,-0.505351,-0.59074,0.472967,0.217533
0.139182,-0.925037,-0.720536,-0.108927,0.0194158,0.253822
0.163289,-0.904895,-0.6432,-0.117153,-0.0538266,0.316795
0.628114,-0.699954,-0.549769,-0.493678,0.330161,0.251244
-0.871919,-0.351783,-0.292408,0.722397,-0.176084,0.179726
-0.879388,-0.320808,-0.263079,0.718156,-0.207603,0.19051
-0.909148,-0.306353,-0.272555,0.807564,-0.0506836,0.121217
-0.884629,-0.289675,-0.233457,0.708937,-0.245209,0.204206
-0.458261,-0.823736,-0.676444,0.375792,-0.0753185,0.199151
-0.115792,-0.570862,0.296803,-0.167324,-0.552178,0.917198
0.487423,0.568604,-0.24514,0.113437,1.22654,0.72888
-0.685722,-0.652998,-0.549557,0.576393,-0.0829769,0.17312
-0.677857,-0.683359,-0.608648,0.603444,0.0323081,0.123237
0.520387,-0.575927,0.159886,0.0750056,0.0322971,0.865871
0.550417,-0.579867,0.0701171,0.0172377,0.0662097,0.806438
-0.239172,-0.496686,0.244339,-0.220101,-0.618831,0.889974
-0.245721,-0.465539,0.269021,-0.259787,-0.66984,0.917035
-0.274056,-0.454933,0.238395,-0.25211,-0.659156,0.893943
-0.0710321,0.597237,-0.39928,-0.192203,-0.263737,0.676474
-0.10162,0.932142,0.732143,0.0755816,0.383552,0.115313
0.630095,0.69213,0.478962,-0.436955,1.47803,0.0855791
0.659295,0.681739,0.509981,-0.493298,1.56211,0.0687309
0.621675,0.723058,0.558838,-0.480938,1.54268,0.0614536
0.909936,-0.279398,-0.231221,-0.755948,0.885859,0.185745
0.678639,0.410231,-0.147525,0.161559,1.44167,0.768999
-0.0752508,0.950725,0.792217,0.0602461,0.521644,0.0856966
-0.132765,0.942775,0.786351,0.108129,0.430955,0.0909133
0.617353,-0.491647,0.160771,0.124677,0.169848,0.870517
0.743368,-0.598727,-0.506945,-0.629336,0.536133,0.190467
0.740298,-0.566689,-0.419621,-0.548737,0.425011,0.288174
0.767885,-0.548847,-0.437923,-0.612806,0.515292,0.236309
0.119068,-0.626074,0.376448,-0.0504679,-0.414782,0.955892
-0.928646,0.132581,0.110398,0.779085,-0.282011,0.167582
-0.386948,-0.294446,0.161323,-0.329402,-0.77808,0.872855
-0.380404,-0.327421,0.165471,-0.30203,-0.736585,0.859094
-0.417977,0.115243,-0.0910911,-0.469397,-1.18673,0.893781
-0.439507,0.137399,-0.104907,-0.445972,-1.10799,0.806623
-0.423068,0.0831856,-0.0658925,-0.467703,-1.16804,0.897548
-0.379443,0.241577,-0.196086,-0.461494,-1.22904,0.881608
-0.413709,0.23504,-0.1784,-0.442018,-1.12196,0.77559
-0.350774,0.299685,-0.24646,-0.446992,-1.21058,0.877223
-0.275099,0.406169,-0.339552,-0.395109,-1.07222,0.871944
-0.30659,0.413694,-0.318452,-0.386529,-0.983363,0.742655
-0.329922,0.383927,-0.296045,-0.402579,-1.03067,0.749186
-0.297047,-0.38157,0.257759,-0.336804,-0.773393,0.943412
-0.308708,-0.413282,0.221966,-0.277181,-0.692484,0.891237
-0.330358,-0.385491,0.208214,-0.29087,-0.713562,0.887146
-0.404738,0.178064,-0.141798,-0.467627,-1.21062,0.879724
-0.379668,-0.238569,0.163931,-0.400537,-0.889377,0.932374
-0.415815,-0.233699,0.12764,-0.349444,-0.818072,0.85999
-0.421921,-0.203572,0.115188,-0.36645,-0.851234,0.864732
-0.252975,0.430506,-0.360115,-0.377381,-1.01843,0.869235
-0.268244,0.462469,-0.344907,-0.349809,-0.864183,0.712634
-0.181675,-0.497602,0.329268,-0.253415,-0.669889,0.950945
-0.153983,-0.518082,0.340479,-0.233518,-0.646816,0.951916
-0.157056,-0.549083,0.282356,-0.186891,-0.576202,0.91013
-0.42685,0.0157061,-0.0146041,-0.462525,-1.11596,0.909706
-0.458698,-0.000329375,-0.00881333,-0.418969,-1.00215,0.820636
-0.125736,0.534478,-0.436513,-0.267459,-0.59692,0.84716
-0.124598,0.563094,-0.409068,-0.242912,-0.466844,0.716625
-0.157545,0.520697,-0.421592,-0.291191,-0.676915,0.819212
-0.0105573,-0.590561,0.381022,-0.136917,-0.53448,0.958868
0.0216375,-0.599847,0.389236,-0.11681,-0.510594,0.9615
0.0298864,-0.627956,0.316095,-0.0890787,-0.44456,0.928008
-0.206614,0.478309,-0.396342,-0.336616,-0.860664,0.847312
0.0845984,0.614812,-0.458378,-0.0902776,0.14212,0.830862
0.0187736,0.601465,-0.457729,-0.142074,-0.0766991,0.81958
0.185446,-0.626431,0.390291,-0.0105775,-0.365765,0.962545
0.117245,0.623236,-0.445738,-0.0645954,0.264664,0.808399
0.315247,-0.616753,0.367109,0.066533,-0.233483,0.958373
0.333685,-0.638576,0.265017,0.0488402,-0.178931,0.917639
0.249194,-0.625065,0.381477,0.0282982,-0.302572,0.9612
0.236385,-0.651901,0.288519,0.0107117,-0.270394,0.924666
0.314237,0.615957,-0.388861,0.0665888,0.845571,0.811292
0.302926,0.645641,-0.27613,0.0270428,0.845374,0.63692
0.271101,0.650837,-0.289764,0.014512,0.767005,0.634938
0.291422,0.674843,-0.16471,-0.00919987,0.821339,0.493229
0.260362,0.680172,-0.175021,-0.0163919,0.750447,0.489379
0.323511,0.668655,-0.150052,-0.00364823,0.894896,0.493485
0.239317,0.654803,-0.300962,0.000602041,0.685078,0.631025
0.231099,0.685313,-0.178089,-0.025167,0.679159,0.479588
0.249679,0.710316,-0.059407,-0.0438869,0.714451,0.376937
0.218735,0.71572,-0.060821,-0.0480067,0.643508,0.37069
0.181475,0.626635,-0.435405,-0.0177649,0.462873,0.815655
0.379961,-0.60664,0.326903,0.0939165,-0.15341,0.945629
0.410506,-0.591214,0.338464,0.117989,-0.127487,0.951874
0.435637,-0.611489,0.215738,0.073417,-0.0695444,0.896265
0.377556,0.601028,-0.358313,0.0996457,1.00242,0.806869
0.368592,0.631688,-0.2384,0.0459242,0.998149,0.630847
0.399765,0.623478,-0.215462,0.0504313,1.06473,0.622862
0.3912,0.65422,-0.101828,-0.00393028,1.03298,0.476463
0.419814,0.648346,-0.0716025,-0.0118971,1.0843,0.45831
0.35901,0.660062,-0.132932,0.000546911,0.97016,0.493475
0.428211,0.614913,-0.192342,0.0517362,1.11801,0.612982
0.467873,-0.564884,0.326182,0.152327,-0.0600399,0.950651
0.556104,-0.51611,0.27369,0.185084,0.0681202,0.934087
0.582798,-0.530249,0.145073,0.0901441,0.11623,0.857511
0.55879,-0.548749,0.152382,0.0854404,0.0832623,0.861656
0.654644,-0.43199,0.207746,0.213496,0.238969,0.912481
0.677327,-0.406489,0.190827,0.218371,0.281945,0.906965
0.708842,-0.412103,0.0617567,0.0526269,0.326894,0.797064
0.724073,-0.356087,0.126744,0.17574,0.38387,0.867222
0.717127,0.35437,-0.133267,0.18581,1.4362,0.795593
0.791565,-0.209497,0.0767402,0.204031,0.632724,0.861188
0.811332,-0.232624,0.00563849,-0.0247381,0.617518,0.727472
0.80164,-0.177839,0.0633633,0.201136,0.683485,0.855907
0.802341,0.176914,-0.0522829,0.169773,1.28053,0.800074
0.814832,-0.114016,0.0425437,0.21284,0.797624,0.85604
0.825168,0.0485136,-0.0134106,0.178584,1.08683,0.82028
0.823566,-0.0491254,0.0180096,0.203313,0.914657,0.84443
0.850543,-0.0376286,0.00213882,-0.0626883,0.937378,0.68045
-0.424708,-0.0491617,0.0333549,-0.452426,-1.05875,0.917128
-0.317341,0.354477,-0.294139,-0.425311,-1.15686,0.869461
-0.346403,0.355843,-0.277125,-0.417286,-1.07476,0.765142
-0.317039,-0.355748,0.239294,-0.349067,-0.791206,0.939445
-0.347153,-0.3603,0.196634,-0.303554,-0.73161,0.884754
0.8336,-0.169178,-0.00429158,-0.065613,0.723268,0.695531
0.315704,0.698473,-0.0380517,-0.0410837,0.861364,0.378065
-0.441001,-0.134507,0.0755101,-0.388031,-0.904451,0.85299
-0.467135,-0.152803,0.0664752,-0.339653,-0.830517,0.793904
-0.4952,-0.142161,0.0455842,-0.305249,-0.800125,0.747835
-0.437598,-0.168903,0.091938,-0.370357,-0.864864,0.847949
0.335757,0.638543,-0.262098,0.0388459,0.923314,0.639592
0.791035,0.209296,-0.0664004,0.179155,1.32195,0.802872
0.822162,-0.202011,0.00161277,-0.0378719,0.664473,0.716272
0.753178,0.301077,-0.0923747,0.158976,1.40868,0.77644
0.203957,-0.657775,0.278634,-0.0041976,-0.29074,0.919213
0.841994,-0.102459,0.00291077,-0.0347436,0.833222,0.707687
0.843838,0.408701,0.290956,-0.593351,1.60333,0.115701
0.247105,-0.905653,-0.714906,-0.195449,0.079961,0.245476
0.223176,-0.926122,-0.78261,-0.188719,0.156707,0.189032
0.278565,-0.913583,-0.780052,-0.2379,0.196114,0.180649
0.917028,-0.312484,-0.281978,-0.828048,0.974699,0.117854
-0.354057,-0.304467,0.199241,-0.364928,-0.819711,0.92535
-0.402341,-0.176914,0.121569,-0.419097,-0.940112,0.925116
0.167777,-0.936083,-0.785904,-0.141013,0.125651,0.193805
0.249599,0.625257,-0.411706,0.0273119,0.66873,0.809613
0.40714,0.591756,-0.341921,0.113377,1.06911,0.803802
-0.912605,-0.27529,-0.240298,0.794639,-0.10112,0.138546
-0.888934,-0.25793,-0.20429,0.698843,-0.281812,0.217616
-0.860071,-0.269372,-0.193171,0.608127,-0.40274,0.285041
-0.865841,-0.238452,-0.169488,0.604877,-0.423511,0.291412
-0.893479,-0.227093,-0.177889,0.693197,-0.308924,0.226463
-0.453798,-0.0343041,0.0142383,-0.416337,-0.986182,0.837201
-0.492308,0.00406067,-0.0189316,-0.370425,-0.926745,0.741721
0.798425,-0.264974,0.0104357,-0.0131161,0.559146,0.737505
-0.491133,-0.172905,0.0565778,-0.291921,-0.777108,0.750927
-0.453061,-0.198491,0.0896028,-0.327363,-0.801206,0.8067
0.826783,0.0164129,-0.00359704,0.181015,1.03006,0.825126
-0.193363,0.528538,-0.377745,-0.287459,-0.642389,0.68831
-0.0467355,0.937778,0.733613,0.0324248,0.471239,0.110176
-0.0178219,0.95475,0.793816,0.0124574,0.611241,0.0813237
-0.0178389,0.925348,0.680197,0.00716148,0.441835,0.13051
-0.482958,-0.84237,-0.770423,0.441574,0.129095,0.100761
-0.42913,-0.837922,-0.684017,0.349773,-0.0791238,0.204733
-0.426817,-0.870138,-0.790457,0.387597,0.122699,0.108498
-0.400491,-0.849759,-0.687122,0.323254,-0.0869219,0.213076
-0.433262,-0.805134,-0.579797,0.310531,-0.230016,0.294256
0.661716,-0.46373,0.0940748,0.0745559,0.239037,0.82306
0.116364,0.936381,0.727482,-0.0939029,0.745251,0.0942643
0.859055,-0.0048293,0.00369471,-0.135089,1.00051,0.625591
-0.127041,0.911944,0.672491,0.0872433,0.2531,0.1458
-0.158021,0.921003,0.721235,0.119184,0.284809,0.124089
-0.190551,0.93302,0.784342,0.157623,0.355236,0.0928431
0.740361,-0.422176,-0.0658393,-0.139149,0.347523,0.660209
0.766769,0.558227,0.418991,-0.573522,1.65426,0.0748456
0.377049,-0.867384,-0.707125,-0.307589,0.182019,0.221736
0.405392,-0.881278,-0.799982,-0.367935,0.364964,0.122186
0.440881,0.672232,0.0579437,-0.0757325,1.09575,0.334058
-0.241401,0.487931,-0.360088,-0.328391,-0.789586,0.705405
0.00734052,0.631361,-0.376334,-0.130236,0.00694158,0.640789
-0.00434268,0.692107,-0.150323,-0.0895512,0.0799068,0.407446
-0.489039,0.145358,-0.0969313,-0.368409,-0.979041,0.677532
-0.138773,-0.591854,0.232098,-0.139687,-0.515463,0.877345
-0.582916,0.208721,-0.048543,-0.113307,-0.910127,0.544383
-0.48053,-0.379285,0.054686,-0.138435,-0.631745,0.724005
-0.504635,-0.399426,0.0245658,-0.0903697,-0.624179,0.702334
-0.126279,-0.827774,-0.321138,0.0400067,-0.382726,0.555718
-0.116936,0.704379,-0.00759423,-0.0674157,-0.172372,0.352933
-0.00972762,0.723043,-0.0315043,-0.0699919,0.0831567,0.345197
-0.214771,-0.795358,-0.279714,0.0649829,-0.429116,0.574527
